title,address,price,link1
"Mieszkanie, 61 m², Warszawa","ul. Kazubów, Górce, Bemowo, Warszawa, mazowieckie",780 000 zł,/pl/oferta/mieszkanie-61-m-warszawa-ID4na5x
2 pokojowe na Białołęce balkon obok tramwaju,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",528 600 zł,/pl/oferta/2-pokojowe-na-bialolece-balkon-obok-tramwaju-ID4na57
"Mieszkanie, 300,34 m², Warszawa","Ksawerów, Mokotów, Warszawa, mazowieckie",8 709 860 zł,/pl/oferta/mieszkanie-300-34-m-warszawa-ID4nbmr
Apt w Kamienicy Ordynackiej,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",4 850 000 zł,/pl/oferta/apt-w-kamienicy-ordynackiej-ID4nbmn
Apartamentt + 4 miejsca w garażu,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",4 600 000 zł,/pl/oferta/apartamentt-4-miejsca-w-garazu-ID4nbml
Mieszkanie do remontu/1piętro/balkon/parking,"ul. Bartłomieja, Służew, Mokotów, Warszawa, mazowieckie",900 000 zł,/pl/oferta/mieszkanie-do-remontu-1pietro-balkon-parking-ID4m9go
"3 Pokoje, Blisko Komunikacji","ul. Synów Pułku, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",630 000 zł,/pl/oferta/3-pokoje-blisko-komunikacji-ID4nano
2-pokojowe mieszkanie 46m2 + balkon Bez Prowizji,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bez-prowizji-ID4lhvZ
3-pokojowe mieszkanie 60m2 + balkon Bezpośrednio,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-60m2-balkon-bezposrednio-ID4lhxD
Przestronne M3 idealne na kredyt 2%,"ul. Poligonowa, Gocław, Praga-Południe, Warszawa, mazowieckie",799 000 zł,/pl/oferta/przestronne-m3-idealne-na-kredyt-2-ID4n9cQ
Jasne * Po Remoncie * Narożne,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",699 000 zł,/pl/oferta/jasne-po-remoncie-narozne-ID4mZsO
"Mieszkanie, 90,50 m², Warszawa","Ksawerów, Mokotów, Warszawa, mazowieckie",1 600 000 zł,/pl/oferta/mieszkanie-90-50-m-warszawa-ID4ncfn
"3 pokoje, klucze 2023, idealny na inwestycję","Pyry, Ursynów, Warszawa, mazowieckie","806 711,33 zł",/pl/oferta/3-pokoje-klucze-2023-idealny-na-inwestycje-ID4klfd
4-pokojowe mieszkanie 99m2 + ogródek Bezpośrednio,"ul. Rabindranatha Tagore, Wierzbno, Mokotów, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-99m2-ogrodek-bezposrednio-ID4hFig
2-pokojowe mieszkanie 38m2 + balkon,"ul. Tadeusza Joteyki, Stara Ochota, Ochota, Warszawa, mazowieckie",1 001 040 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-ID4fsoC
Andersena 2/3 pokoje metro Wawrzyszew 550m,"Huta, Bielany, Warszawa, mazowieckie",753 000 zł,/pl/oferta/andersena-2-3-pokoje-metro-wawrzyszew-550m-ID4n7q8
"2 pokoje+kuchnia, zielone podwórko, Elektoralna","ul. Elektoralna, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",950 000 zł,/pl/oferta/2-pokoje-kuchnia-zielone-podworko-elektoralna-ID4ncTe
Apartament_4 pokoje Z Ogrodem_ Kabaty,"ul. Wilczy Dół, Kabaty, Ursynów, Warszawa, mazowieckie",1 717 500 zł,/pl/oferta/apartament-4-pokoje-z-ogrodem-kabaty-ID4ncT6
3-pokojowe mieszkanie 66m2 + balkon,"ul. Rzędziana, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-66m2-balkon-ID4dsVA
2-pokojowe mieszkanie 47m2 + loggia,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",600 055 zł,/pl/oferta/2-pokojowe-mieszkanie-47m2-loggia-ID4ltTI
3-pokojowe mieszkanie 128m2 + taras,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-128m2-taras-ID4hFhe
3-pokojowe mieszkanie 65m2 + loggia,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",764 886 zł,/pl/oferta/3-pokojowe-mieszkanie-65m2-loggia-ID4ltSU
2-pokojowe mieszkanie 38m2 + balkon,"ul. Tadeusza Joteyki, Stara Ochota, Ochota, Warszawa, mazowieckie",1 039 840 zł,/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-ID4fsoQ
⭐ 3 pokoje gotowe - ogród 545m2 + niski czynsz ⭐,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",854 000 zł,/pl/oferta/3-pokoje-gotowe-ogrod-545m2-niski-czynsz-ID4ibeC
Loggia / Fort Bema / Szkoły / Galeria Bemowo,"ul. Mieczysława Wolfkego, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",650 000 zł,/pl/oferta/loggia-fort-bema-szkoly-galeria-bemowo-ID4nd9N
Do Odświeżenia * Cicha * Metro,"ul. Adama Próchnika, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",749 000 zł,/pl/oferta/do-odswiezenia-cicha-metro-ID4nd9I
Kamienica .Narutowicza - 5 Pok,"ul. Grójecka, Stara Ochota, Ochota, Warszawa, mazowieckie",2 500 000 zł,/pl/oferta/kamienica-narutowicza-5-pok-ID4ndoX
Klimatyczne mieszkanie z widokiem na zieleń,"Grochów, Praga-Południe, Warszawa, mazowieckie",594 000 zł,/pl/oferta/klimatyczne-mieszkanie-z-widokiem-na-zielen-ID4ndoP
"20min do Centrum - 3-pok dla Rodziny, blisko s8","ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",570 600 zł,/pl/oferta/20min-do-centrum-3-pok-dla-rodziny-blisko-s8-ID4naRD
Pod Klucz Apartamenty inwestycyjne ( gotowe ),"al. Aleje Jerozolimskie, Salomea, Włochy, Warszawa, mazowieckie",838 462 zł,/pl/oferta/pod-klucz-apartamenty-inwestycyjne-gotowe-ID4naRm
2 pokojowe na Białołęce balkon obok tramwaju,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",546 200 zł,/pl/oferta/2-pokojowe-na-bialolece-balkon-obok-tramwaju-ID4na59
2 pokojowe na Białołęce balkon obok tramwaju,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",580 500 zł,/pl/oferta/2-pokojowe-na-bialolece-balkon-obok-tramwaju-ID4na55
"Mieszkanie, 233,33 m², Warszawa","Ksawerów, Mokotów, Warszawa, mazowieckie",6 299 910 zł,/pl/oferta/mieszkanie-233-33-m-warszawa-ID4nbma
"Mieszkanie, 69 m², Warszawa","Chomiczówka, Bielany, Warszawa, mazowieckie",850 000 zł,/pl/oferta/mieszkanie-69-m-warszawa-ID4nblN
"Metro Bemowo 49,7 m2,  urokliwe poddasze, 2 pokoje","ul. Ziębicka, Górce, Bemowo, Warszawa, mazowieckie",648 000 zł,/pl/oferta/metro-bemowo-49-7-m2-urokliwe-poddasze-2-pokoje-ID4namC
Nowe mieszkanie 4 pokoje Białołęka,"Grodzisk, Białołęka, Warszawa, mazowieckie",694 575 zł,/pl/oferta/nowe-mieszkanie-4-pokoje-bialoleka-ID4nalg
"Mieszkanie 4-pokojowe Warszawa Bródno, Wybrańska","Bródno, Targówek, Warszawa, mazowieckie",635 000 zł,/pl/oferta/mieszkanie-4-pokojowe-warszawa-brodno-wybranska-ID4mwAu
"Przytulne mieszkanie, Mokotów, 3 pokoje, 49,4m2","ul. Korczyńska, Sadyba, Mokotów, Warszawa, mazowieckie",810 000 zł,/pl/oferta/przytulne-mieszkanie-mokotow-3-pokoje-49-4m2-ID4nk9e
2-pokojowe mieszkanie 56m2 + balkon,"ul. Tadeusza Joteyki, Stara Ochota, Ochota, Warszawa, mazowieckie",1 396 890 zł,/pl/oferta/2-pokojowe-mieszkanie-56m2-balkon-ID4fsoJ
Klimatyczne mieszkanie z dobrą energią,"ul. Majolikowa, Tarchomin, Białołęka, Warszawa, mazowieckie",699 000 zł,/pl/oferta/klimatyczne-mieszkanie-z-dobra-energia-ID4mZ8d
"0% комиссии / 2-х комнатная , Бялоленка (Тархомин)","ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",480 200 zł,/pl/oferta/0-2-ID4mINb
Perełka inwestycyjna na Starym Mieście,"ul. Bugaj, Stare Miasto, Śródmieście, Warszawa, mazowieckie",1 350 000 zł,/pl/oferta/perelka-inwestycyjna-na-starym-miescie-ID4n9b2
Apartamenty inwestycyjne| zwrot 23%vat,"Pyry, Ursynów, Warszawa, mazowieckie",535 000 zł,/pl/oferta/apartamenty-inwestycyjne-zwrot-23-vat-ID4keK9
Piękny apartament z widokiem na Park Szczęśliwicki,"Szczęśliwice, Ochota, Warszawa, mazowieckie",1 999 000 zł,/pl/oferta/piekny-apartament-z-widokiem-na-park-szczesliwicki-ID4nbTC
Wilanów 70m2 Rezerwacja,"ul. Królowej Marysieńki, Wilanów Wysoki, Wilanów, Warszawa, mazowieckie",805 000 zł,/pl/oferta/wilanow-70m2-rezerwacja-ID4n33p
2-pokojowe mieszkanie 46m2 + balkon Bezpośrednio,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bezposrednio-ID4lhxh
5-pokojowe mieszkanie 134m2 + balkon,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/5-pokojowe-mieszkanie-134m2-balkon-ID4hFhQ
4-pokojowe mieszkanie 102m2 + ogródek,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-102m2-ogrodek-ID4hFgU
4-pokojowe mieszkanie 87m2 + taras Bez Prowizji,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",974 458 zł,/pl/oferta/4-pokojowe-mieszkanie-87m2-taras-bez-prowizji-ID4ltSR
2-pokojowe mieszkanie 42m2 + ogródek Bez Prowizji,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",559 041 zł,/pl/oferta/2-pokojowe-mieszkanie-42m2-ogrodek-bez-prowizji-ID4ltTA
3 Pokoje/Mokotów/Do zamieszkania,"ul. Batumi, Stegny, Mokotów, Warszawa, mazowieckie",830 000 zł,/pl/oferta/3-pokoje-mokotow-do-zamieszkania-ID4mZHp
"Metro Ursynów, 3 pokoje, bezpośrednio, urocze, jas","ul. Wiolinowa, Ursynów Północny, Ursynów, Warszawa, mazowieckie",770 000 zł,/pl/oferta/metro-ursynow-3-pokoje-bezposrednio-urocze-jas-ID4ndYe
Trzy pokoje z widokiem na Park Górczewska,"ul. Zenona Klemensiewicza, Jelonki Północne, Bemowo, Warszawa, mazowieckie",800 000 zł,/pl/oferta/trzy-pokoje-z-widokiem-na-park-gorczewska-ID4nd8C
Sprzedam samodzielny blok - 16 mikrokawalerek,"Gocławek, Praga-Południe, Warszawa, mazowieckie",3 950 000 zł,/pl/oferta/sprzedam-samodzielny-blok-16-mikrokawalerek-ID4nd7m
"2-poziomowe, piwnica. 2m.postojowe. Cicho. 0%PROW.","ul. Wędkarska, Nadwiśle, Wawer, Warszawa, mazowieckie",1 215 000 zł,/pl/oferta/2-poziomowe-piwnica-2m-postojowe-cicho-0-prow-ID4ndox
"Mieszkanie, 46,03 m², Warszawa","ul. Mandarynki, Natolin, Ursynów, Warszawa, mazowieckie",640 000 zł,/pl/oferta/mieszkanie-46-03-m-warszawa-ID4mSrz
Pod Klucz Apartamenty inwestycyjne ( gotowe ),"al. Aleje Jerozolimskie, Salomea, Włochy, Warszawa, mazowieckie",775 322 zł,/pl/oferta/pod-klucz-apartamenty-inwestycyjne-gotowe-ID4naRj
Pod Klucz Apartamenty inwestycyjne ( gotowe ),"al. Aleje Jerozolimskie, Salomea, Włochy, Warszawa, mazowieckie",433 634 zł,/pl/oferta/pod-klucz-apartamenty-inwestycyjne-gotowe-ID4naRh
"Mieszkanie, 23,39 m², Warszawa","al. Aleje Jerozolimskie, Szczęśliwice, Ochota, Warszawa, mazowieckie",365 000 zł,/pl/oferta/mieszkanie-23-39-m-warszawa-ID4mE5X
"ul. Okińskiego /Rakowiec, 2 oddzielne pokoje, 37m2","ul. Władysława Okińskiego, Rakowiec, Ochota, Warszawa, mazowieckie",640 000 zł,/pl/oferta/ul-okinskiego-rakowiec-2-oddzielne-pokoje-37m2-ID4nwAh
Unikat! Rozkładowe przy metro Ratusz/Pl. Teatralny,"ul. Antonia Corazziego 4, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",649 000 zł,/pl/oferta/unikat-rozkladowe-przy-metro-ratusz-pl-teatralny-ID4nw2E
Wyremontowane mieszkanie 5 min. od Metra Słodowiec,"ul. Bolesława Podczaszyńskiego 11/15, Stare Bielany, Bielany, Warszawa, mazowieckie",700 000 zł,/pl/oferta/wyremontowane-mieszkanie-5-min-od-metra-slodowiec-ID4nt1u
2 pokojowe na Białołęce balkon obok tramwaju,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",503 900 zł,/pl/oferta/2-pokojowe-na-bialolece-balkon-obok-tramwaju-ID4na54
2pokojowe na Białołęce ogródek obok tramwaju,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",523 100 zł,/pl/oferta/2pokojowe-na-bialolece-ogrodek-obok-tramwaju-ID4na52
"Nowe 2-pokoje, Duży Balkon, garaż_do wykończenia","ul. Rzepichy, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",667 120 zł,/pl/oferta/nowe-2-pokoje-duzy-balkon-garaz-do-wykonczenia-ID4nbjT
"Widokowy apartament z antresolą, Do Wykończenia","ul. Rzepichy, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",1 498 791 zł,/pl/oferta/widokowy-apartament-z-antresola-do-wykonczenia-ID4nbjS
"Nowe mieszkanie 2 pokoje 37,33m2 Białołęka","Grodzisk, Białołęka, Warszawa, mazowieckie",459 159 zł,/pl/oferta/nowe-mieszkanie-2-pokoje-37-33m2-bialoleka-ID4nalf
"Nowe mieszkanie 34,64m2 Białołęka","Grodzisk, Białołęka, Warszawa, mazowieckie",429 536 zł,/pl/oferta/nowe-mieszkanie-34-64m2-bialoleka-ID4nale
Czteropokojowe mieszkanie na Targówku blisko metra,"ul. Tadeusza Korzona, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",1 399 000 zł,/pl/oferta/czteropokojowe-mieszkanie-na-targowku-blisko-metra-ID4n26G
3-pokojowe mieszkanie 62m2 + loggia Bezpośrednio,"ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-62m2-loggia-bezposrednio-ID4ltJp
"Gotowa inwestycja, 3,5 km do M1 Marki","Grodzisk, Białołęka, Warszawa, mazowieckie",910 000 zł,/pl/oferta/gotowa-inwestycja-3-5-km-do-m1-marki-ID4giPO
Żoliborz Artystyczny - mieszkanie na inwestycję!,"Stanisława Dygata, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",998 000 zł,/pl/oferta/zoliborz-artystyczny-mieszkanie-na-inwestycje-ID4gml9
Naturalnie Aluzyjna - ekologiczne budownictwo,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",694 407 zł,/pl/oferta/naturalnie-aluzyjna-ekologiczne-budownictwo-ID4n9a2
10 min do Centrum obok Łazienek Królewskich!!,"Ujazdów, Śródmieście, Warszawa, mazowieckie",799 999 zł,/pl/oferta/10-min-do-centrum-obok-lazienek-krolewskich-ID4nbqf
"Inwestycyjne, funkcjonalne 4 pok.","ul. Sulejkowska, Grochów, Praga-Południe, Warszawa, mazowieckie",585 000 zł,/pl/oferta/inwestycyjne-funkcjonalne-4-pok-ID4ncbZ
15 min. do plaży/Od zaraz/2 pokoje/44m2/Zieleń,"ul. Zaściankowa, Zawady, Wilanów, Warszawa, mazowieckie",598 000 zł,/pl/oferta/15-min-do-plazy-od-zaraz-2-pokoje-44m2-zielen-ID4ndQP
Apartamenty Przyjaciół | mieszkanie nr 1,"Szamocin, Białołęka, Warszawa, mazowieckie",389 000 zł,/pl/oferta/apartamenty-przyjaciol-mieszkanie-nr-1-ID4mOTa
3-pokojowe mieszkanie 60m2 + taras Bez Prowizji,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-60m2-taras-bez-prowizji-ID4lhy4
2-pokojowe mieszkanie 35m2 + ogródek,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-35m2-ogrodek-ID4lzz5
2-pokojowe mieszkanie 48m2 + balkon Bez Prowizji,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-bez-prowizji-ID4hFgZ
Bezpośrednio- 2pokoje+ pompa ciepła+panele,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",417 000 zł,/pl/oferta/bezposrednio-2pokoje-pompa-ciepla-panele-ID4naSe
4-pokojowe mieszkanie 94m2 + balkon Bezpośrednio,"ul. Oszmiańska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-94m2-balkon-bezposrednio-ID4ly86
2-pokojowe mieszkanie 41m2 + balkon Bezpośrednio,"ul. Oszmiańska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/2-pokojowe-mieszkanie-41m2-balkon-bezposrednio-ID4ly7b
2-pokojowe mieszkanie 46m2 + balkon Bez Prowizji,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",962 436 zł,/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bez-prowizji-ID4jFkH
"Mieszkanie 2 pokoje, ogródek, garaż","Jelonki Południowe, Bemowo, Warszawa, mazowieckie",756 000 zł,/pl/oferta/mieszkanie-2-pokoje-ogrodek-garaz-ID4ndYa
4-pokojowe mieszkanie 83m2 + loggia Bez Prowizji,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",952 159 zł,/pl/oferta/4-pokojowe-mieszkanie-83m2-loggia-bez-prowizji-ID4ltUw
2-pokojowe mieszkanie 48m2 + balkon Bez Prowizji,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",610 950 zł,/pl/oferta/2-pokojowe-mieszkanie-48m2-balkon-bez-prowizji-ID4ltTo
12min do Metra - kredyt 2% - 4min do s8 2-pokoje,"ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",418 500 zł,/pl/oferta/12min-do-metra-kredyt-2-4min-do-s8-2-pokoje-ID4ndo5
35m2 w kameralnym apartamentowcu w Wesołej!,"Groszówka, Wesoła, Warszawa, mazowieckie",377 000 zł,/pl/oferta/35m2-w-kameralnym-apartamentowcu-w-wesolej-ID4ndnE
*Centrum* po remoncie //balkon,"ul. Zgoda, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",840 000 zł,/pl/oferta/centrum-po-remoncie-balkon-ID4mJgK
Okazja! ul. Saska | 2 poziomy| Kamienica | 108 m2,"ul. Saska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",2 049 000 zł,/pl/oferta/okazja-ul-saska-2-poziomy-kamienica-108-m2-ID4kqGi
3 pokojowe mieszkanie w sercu Śródmieścia Płd.,"Ujazdów, Śródmieście, Warszawa, mazowieckie",1 050 000 zł,/pl/oferta/3-pokojowe-mieszkanie-w-sercu-srodmiescia-pld-ID4lZeG
"Mieszkanie, 3 pokoje Górczewska","Górce, Bemowo, Warszawa, mazowieckie",559 000 zł,/pl/oferta/mieszkanie-3-pokoje-gorczewska-ID4na3t
"Styl, nowoczesność, lokalizacja","ul. Krzysztofa Kieślowskiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",1 914 000 zł,/pl/oferta/styl-nowoczesnosc-lokalizacja-ID4iXUx
Dwa pokoje z oddzielną kuchnią i z balkonem,"ul. Zbigniewa Burzyńskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",638 000 zł,/pl/oferta/dwa-pokoje-z-oddzielna-kuchnia-i-z-balkonem-ID4nbjQ
"Park Skandynawia IV, 0% prowizji","ul. Ostrobramska, Gocław, Praga-Południe, Warszawa, mazowieckie",688 000 zł,/pl/oferta/park-skandynawia-iv-0-prowizji-ID4nbiZ
Nowe 2 pokojowe mieszkanie na Białołęce,"Grodzisk, Białołęka, Warszawa, mazowieckie",420 732 zł,/pl/oferta/nowe-2-pokojowe-mieszkanie-na-bialolece-ID4nalb
Idealne mieszkanie na Start!,"Grodzisk, Białołęka, Warszawa, mazowieckie",417 012 zł,/pl/oferta/idealne-mieszkanie-na-start-ID4nal9
"Idealne, 4 pokojowe mieszkanie w nowej inwestycji!","ul. Mlądzka, Grochów, Praga-Południe, Warszawa, mazowieckie",1 110 000 zł,/pl/oferta/idealne-4-pokojowe-mieszkanie-w-nowej-inwestycji-ID4n9K1
"⇝ Mieszkanie o pow 39,50mkw +balkon, Bielany","ul. Stefana Żeromskiego, Słodowiec, Bielany, Warszawa, mazowieckie",700 000 zł,/pl/oferta/mieszkanie-o-pow-39-50mkw-balkon-bielany-ID4mMvR
⭐️ 2-pokojowe mieszkanie na strzeżonym osiedlu ⭐️,"ul. Żeglugi Wiślanej, Kobiałka, Białołęka, Warszawa, mazowieckie",549 000 zł,/pl/oferta/2-pokojowe-mieszkanie-na-strzezonym-osiedlu-ID4nbxW
"Mieszkanie, 57 m², Warszawa","Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",1 600 000 zł,/pl/oferta/mieszkanie-57-m-warszawa-ID4nbxC
"Do umeblowania, nowe bud. Gotowe.","ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",790 000 zł,/pl/oferta/do-umeblowania-nowe-bud-gotowe-ID4n97A
"Duży Ogród - 3-pokoje - 12min do Metra , blisko s8","ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",593 497 zł,/pl/oferta/duzy-ogrod-3-pokoje-12min-do-metra-blisko-s8-ID4n97i
3-pokojowe mieszkanie 66m2 + loggia,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",772 906 zł,/pl/oferta/3-pokojowe-mieszkanie-66m2-loggia-ID4ltT7
4-pokojowe mieszkanie 83m2 + loggia Bezpośrednio,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",947 340 zł,/pl/oferta/4-pokojowe-mieszkanie-83m2-loggia-bezposrednio-ID4ltSW
3-pokojowe mieszkanie 111m2 + taras Bez Prowizji,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-111m2-taras-bez-prowizji-ID4hFhy
Przytulne mieszkanie 52m2 na Białołęce z balkonem,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",700 000 zł,/pl/oferta/przytulne-mieszkanie-52m2-na-bialolece-z-balkonem-ID4lEx8
Sprzedam mieszkanie przy Alejach Jerozolimskich,"Okęcie, Włochy, Warszawa, mazowieckie","527 785,50 zł",/pl/oferta/sprzedam-mieszkanie-przy-alejach-jerozolimskich-ID4ndLE
5-pokojowe mieszkanie 124m2 + taras Bez Prowizji,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/5-pokojowe-mieszkanie-124m2-taras-bez-prowizji-ID4hFic
4-pokojowe mieszkanie 101m2 + balkon,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-101m2-balkon-ID4hFh2
"Mieszkanie 2-pokojowe 49,81m2 na Bielanach","Chomiczówka, Bielany, Warszawa, mazowieckie",724 200 zł,/pl/oferta/mieszkanie-2-pokojowe-49-81m2-na-bielanach-ID4mwr2
Dwupokojowe mieszkanie na Pradze-Północ,"Stara Praga, Praga-Północ, Warszawa, mazowieckie",799 000 zł,/pl/oferta/dwupokojowe-mieszkanie-na-pradze-polnoc-ID4n9Pp
EcoBerensona - inwestycja dla wymagających - 2%,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",611 968 zł,/pl/oferta/ecoberensona-inwestycja-dla-wymagajacych-2-ID4ncsi
3-pokojowe mieszkanie 56m2 + balkon Bez Prowizji,"ul. Oszmiańska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-56m2-balkon-bez-prowizji-ID4ly7x
3-pokojowe mieszkanie 58m2 + balkon Bez Prowizji,"ul. Szeligowska 24, Chrzanów, Bemowo, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-bez-prowizji-ID4lhxq
Okazja! Wola Super Lokalizacja,"ul. Edwarda Gibalskiego, Młynów, Wola, Warszawa, mazowieckie",649 000 zł,/pl/oferta/okazja-wola-super-lokalizacja-ID4n8Fs
"21 m2, centrum Warszawy ul. Hoża","ul. Hoża, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",549 000 zł,/pl/oferta/21-m2-centrum-warszawy-ul-hoza-ID4ndVY
3-pokojowe mieszkanie 62m2 + balkon Bez Prowizji,"ul. Batystowa, Kabaty, Ursynów, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/3-pokojowe-mieszkanie-62m2-balkon-bez-prowizji-ID4fawy
5-pokojowe mieszkanie 123m2 + 2 balkony,"ul. Batystowa, Kabaty, Ursynów, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/5-pokojowe-mieszkanie-123m2-2-balkony-ID4fawa
Apartament Powiśle z widokiem na park,"Solec, Śródmieście, Warszawa, mazowieckie",2 900 000 zł,/pl/oferta/apartament-powisle-z-widokiem-na-park-ID4l37m
4-pokojowe mieszkanie 86m2 + balkon Bez Prowizji,"ul. Podskarbińska, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/4-pokojowe-mieszkanie-86m2-balkon-bez-prowizji-ID4idca
WYJĄTKOWE - ECO Berensona - KREDYT 2% Bezpośrednio,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",417 000 zł,/pl/oferta/wyjatkowe-eco-berensona-kredyt-2-bezposrednio-ID4mYpM
5-pokojowe mieszkanie 112m2 + taras,"ul. Oszmiańska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,/pl/oferta/5-pokojowe-mieszkanie-112m2-taras-ID4ly7w
"Wykończony, idealny dla inwestora","Raków, Włochy, Warszawa, mazowieckie",397 000 zł,/pl/oferta/wykonczony-idealny-dla-inwestora-ID4n8P5
