title,price,area,link1,rooms_No,ownership_form,interior_state,balcony,parking_space,description,link2,street,nbrhood,district,city,vvdship,timestamp
"56 m2, 3 pokoje, garaż, balkon, 2010r",709000,56.5,https://www.otodom.pl/pl/oferta/56-m2-3-pokoje-garaz-balkon-2010r-ID4nw8r,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,"Białołęka ul. Podłużna - zamknięte osiedle z 2010 roku  Mieszkanie o powierzchni 56,5 m2, 3 pokoje z oddzielną kuchnią, balkonem i miejscem w garażu podziemnym. Zlokalizowane jest na Białołęce, na kameralnym, zamkniętym osiedlu Lewandów, z monitoringiem i ochroną. Okolica charakteryzuje się bliskością szkół, przedszkoli i żłobków. Przy osiedlu sklep żabka, 4 min samochodem do rozbudowanego zaplecza handlowo-usługowego.  Pełna własność z księgą wieczystą  >>> możliwość zakupu na kredyt Czynsz 600 zł  Dostępne od zaraz  MIESZKANIE: - dokładny metraż: 56,39 m2 - stan mieszkania: mieszkanie gotowe do wprowadzenia po odświeżeniu ścian  - wyposażenie widoczne na zdjęciach w cenie  - w mieszkaniu zainstalowana klimatyzacja - sprzęt AGD: lodówka, zamrażarka, płyta gazowa, piekarnik, pralka, zmywarka, mikrofalówka, okap - w łazience wanna - podłogi: panele, gres - ekspozycja okien południowa (kuchnia i sypialnia) i zachodnia (salon i sypialnia) - okna plastikowe - drzwi antywłamaniowe  - wysokość 260 cm MIESZKANIE SKŁADA SIĘ Z: - pokoju dziennego ok 17 m2 - oddzielnej kuchni (z oknem) ok 6 m2  - sypialni ok 10 m2 i 8 m2 - łazienki ok 4 m2 - przedpokoju ok 9 m2 + balkonu ok 4 m2 KOMÓRKA LOKATORSKA: brak komórki / piwnicy przynależnej do mieszkania PARKING/GARAŻ: DLA CHĘTNYCH: możliwość zakupu miejsca parkingowego w garażu podziemnym w cenie 30 000 zł. (miejsce znajduje się pod sąsiednim budynkiem) OSIEDLE I BUDYNEK: - rok budowy: 2011 - deweloper JW Construction - osiedle zamknięte, monitorowane, z ochroną  - 3 piętra - brak windy w budynku ale jest winda zewnętrzna, przy schodkach - dla osób niepełnosprawnych - na terenie osiedla plac zabaw dla dzieci  LOKALIZACJA: Warszawa, Białołęka, os. Lewandów Park, ul. Podłużna - zielona okolica. AUTOBUS - przystanek 400 m od klatki SAMOCHÓD - 5 min samochodem do trasy S8 (trasy Toruńskiej) SKLEPY I PUNKTY USŁUGOWE - w zasięgu ok 4 min samochodem, 10 min pieszo pełna infrastruktura: sklepy (Żabka, Biedronka, Netto, Carrefour, Lidl, Rossman, CH Targówek, M1, Decathlon) fryzjer, przychodnia lekarska, restauracje. SZKOŁY I PRZEDSZKOLA - w bezpośredniej okolicy dużo szkół (najbliższa ok 600 m od osiedla), przedszkoli i żłobków  TERENY ZIELONE - place zabaw dla dzieci na zamkniętym terenie osiedla, duzo terenów zielonych w okolicy STAN PRAWNY: - pełna własność z księgą wieczystą  - możliwość zakupu na kredyt - grunty uregulowane CZYNSZ: - 600 zł Masz pytania lub chcesz obejrzeć mieszkanie?  Zadzwoń już dziś i umów się na prezentację!  Beata Lech Doradca d/s Nieruchomości Tel. 724 106 333 Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/56-m2-3-pokoje-garaz-balkon-2010r-ID4nw8r,ul. Podłużna, Grodzisk, Białołęka, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"Elegancki apartament premium,3 pokoje,bez prowizji",1489900,74.82,https://www.otodom.pl/pl/oferta/elegancki-apartament-premium-3-pokoje-bez-prowizji-ID4nwb8,3,pełna własność,do zamieszkania,"ogródek, taras",garaż/miejsce parkingowe,"Kupujący nie płaci prowizji Z przyjemnością prezentujemy Państwu wyjątkową ofertę sprzedaży niezwykłego mieszkania o powierzchni 74,82 m2, położonego na parterze luksusowego 4-piętrowego budynku na prestiżowym osiedlu Harmony Park w sercu Ursynowa. To mieszkanie nie tylko stanowi doskonałą inwestycję, ale przede wszystkim miejsce, w którym możesz stworzyć swoje własne, wyjątkowe królestwo. Lokalizacja: Mieszkanie znajduje się przy ulicy Złoty Potok 9, co gwarantuje harmonię między bliskością natury a dostępem do wielu udogodnień. W okolicy znajdują się malownicze parki, żłobki, przedszkola oraz dyskonty spożywcze, co sprawia, że to jedno z najlepszych i najszybciej rozwijających się miejsc w Warszawie. Ogródek i Taras: Mieszkanie to nie tylko cztery ściany, to również ogromny atut - własny ogródek wraz z tarasem o łącznej powierzchni prawie 50 m2. To miejsce, w którym każdego dnia możesz delektować się świeżym powietrzem przy porannej kawie lub urządzać niezapomniane spotkania pod gołym niebem. Kontakt z Naturą: Jeśli marzysz o kontakcie z naturą, to okolica Harmony Park spełni Twoje oczekiwania. To spokojne osiedle, oaza zieleni, a pobliskie jeziorko dodaje uroku każdemu spacerowi. To miejsce, w którym uciekniesz od miejskiego zgiełku i znajdziesz swój własny kawałek raju. Wnętrze Mieszkania: Mieszkanie składa się z 3 przemyślanych pod okiem doświadczonego architekta pokoi, w tym przestronnego salonu połączonego z nowoczesnym aneksem kuchennym, pokoju wielofunkcyjnego, sypialni, eleganckiej łazienki oraz funkcjonalnego pomieszczenia gospodarczego. Wykończenie mieszkania to połączenie funkcjonalności z luksusem. Podłogi zostały wykonane z najwyższej jakości drewna dębowego o wzorze jodełki francuskiej. Zabudowa Meblowa: Zabudowa meblowa została starannie zaprojektowana na zamówienie i wykorzystuje drewniane frezowane fronty w szafach, co nadaje wnętrzu klasy i elegancji. Drzwi wewnętrzne to unikatowe drewniane skrzydła, a podwyższone futryny dostosowane są do nietypowej wysokości pomieszczenia, sięgającej prawie 3 metrów. Łazienka: Przestrzeń łazienkowa to przede wszystkim włoskie wielkoformatowe płytki, które nadają wnętrzu wyjątkowy charakter. Złota podtynkowa armatura marki Omnires oraz lustrzana ściana nad wolnostojącą wanną tworzą luksusową atmosferę, idealną do relaksu po dniu pracy. Funkcjonalność: Duża ilość pojemnych szaf zapewni mnóstwo miejsca do przechowywania, co jest niezwykle istotne dla utrzymania porządku i komfortu w domu. Mieszkanie jest w pełni wyposażone w sprzęty AGD najwyższej jakości, w tym zmywarkę, lodówkę w zabudowie oraz pralkę o wysokiej ładowności. Dodatkowo, pomieszczenie gospodarcze z pralnią i garderobą znacząco ułatwi organizację codziennego życia. Dodatkowe Atuty: Lokalizacja na parterze zapewnia wygodę i swobodę dostępu, szczególnie dla rodzin z dziećmi czy osób starszych. Strzeżone osiedle gwarantuje poczucie bezpieczeństwa i prywatności. Rejon jest wyjątkowo cichy i spokojny, idealny do wypoczynku po intensywnym dniu. Mieszkanie jest pełne naturalnego światła (ekspozycja południowo-zachodnia) dzięki bezpośredniemu dostępowi do przylegającego terenu. Osiedle oferuje mnóstwo przestrzeni na spacery i relaks na świeżym powietrzu. Dodatkowym atutem jest miejsce parkingowe w garażu podziemnym, zlokalizowane bezpośrednio pod mieszkaniem, co zapewnia wygodę i bezpieczeństwo Twojego pojazdu. Duża komórka lokatorska o powierzchni około 9 m2 pozwala na przechowywanie rzeczy sezonowych i innych przedmiotów (dodatkowo płatne). Czynsz: Czynsz wynosi 1092 zł i obejmuje opłaty do wspólnoty, utrzymanie części wspólnych oraz zaliczki na media i ogrzewanie. To wyjątkowa okazja, aby zamieszkać w przestronnym, eleganckim mieszkaniu, otoczonym zielenią i w spokojnej okolicy, jednocześnie ciesząc się bliskością miasta.  Zapraszamy do kontaktu, aby poznać więcej szczegółów i umówić się na prezentację tego wyjątkowego mieszkania. Marek Kowalski Renomahome tel: 883 355 702 e-mail:  Niniejsza prezentacja oferty nie jest ofertą w rozumieniu Kodeksu Cywilnego i ma charakter wyłącznie informacyjny. Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/elegancki-apartament-premium-3-pokoje-bez-prowizji-ID4nwb8,no info,Pyry, Ursynów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
2 pokojowe mieszkanie - Metro Młociny,850000,49.86,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-metro-mlociny-ID4n1TY,2,pełna własność,do zamieszkania,balkon,no data,"Przytulne dwupokojowe mieszkanie o powierzchni 50 m2 w odległości 6 minut od Metra Młociny.   Mieszkanie mieści się na pierwszym piętrze w bloku z 2012 roku na zamkniętym i zazielenionym osiedlu przy ul. Sokratesa 13. W budynku jest winda, a na osiedlu całodobowa ochrona i monitoring. Duże drewniane okna wychodzą na osiedle, co zapewnia brak ulicznego hałasu, ciszę i spokój. Mieszkanie w idealnym stanie, gotowe do zamieszkania.    Lokalizacja zapewnia pełną infrastrukturę usługowo-handlową: sklepy spożywcze (Lidl, Biedronka, Żabka), apteki, salony urody, restauracje, centrum handlowe (Galeria Młociny) oraz targ „Wolumen”. Atutem jest szeroka oferta placówek edukacyjnych, zwłaszcza dla najmłodszych tj. przedszkola i żłobki oraz liczne place zabaw.   W pobliżu nieruchomości biegną linie tramwajowa, autobusowa oraz metro (6 minut pieszo do Metra Młociny), dzięki którym bardzo szybko dojedziemy do centrum komunikacja miejską. W okolicy są liczne miejsca do spacerów i rekreacji (w tym Stawy Brustmana z najnowocześniejszym multimedialnym placem zabaw „Proszę Słonia”i ujęciem wody oligoceńskiej). W niewielkiej odległości znajdują się także Las Bielański i Las Lindego. W skład lokalu wchodzą: - przedpokój - 7,12 m2 - salon - 20,04 m2 - mały pokój - 11,47 m2 - kuchnia – 6,54 m2 - łazienka z wc - 4,69 m2 - balkon – 5,03 m2 Kuchnia, łazienka, przedpokój i mały pokój pozostają umeblowane i wyposażone (w m.in pralko-suszarkę Electrolux Perfectcare 900 z pompą ciepła). Mieszkanie idealne dla rodziny, singla lub pod wynajem. Czynsz - 390 zł/m-c + opłaty licznikowe. Istnieje możliwość zakupu miejsca parkingowego w garażu podziemnym pod budynkiem - dodatkowo płatne – 50 tyś. zł Agencjom nieruchomości dziękujemy.",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-metro-mlociny-ID4n1TY,ul. Sokratesa 13C, Wawrzyszew, Bielany, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"Stary Mokotów, pokój z widną kuchnią",575000,37.0,https://www.otodom.pl/pl/oferta/stary-mokotow-pokoj-z-widna-kuchnia-ID4naqW,1,pełna własność,do wykończenia,no data,no data,no data,https://www.otodom.pl/pl/oferta/stary-mokotow-pokoj-z-widna-kuchnia-ID4naqW,ul. Rakowiecka, Stary Mokotów, Mokotów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Przestronny dom na Marysinie Wawerskim!,997000,145.0,https://www.otodom.pl/pl/oferta/przestronny-dom-na-marysinie-wawerskim-ID4nwaT,4,pełna własność,do remontu,balkon,garaż/miejsce parkingowe,"Opis:  Oferujemy Państwu przestronne dom o powierzchni mieszkalnej 145m2 (208m2 pow. całkowita) usytuowany w zielonej części Marysina Wawerskiego. Dom został wybudowany w latach 90-tych na własne potrzeby mieszkaniowe, a w II półroczu 2022roku częściowo wyremontowany .Przeprowadzone prace to    - modernizacja instalacji elektrycznej  - wykonanie gładzi  - malowanie ścian  - modernizacja balkonu  - wymiana drzwi wejściowych    W skład lokalu wchodzi:  - pokój 1- 24,11m2  - pokój 2-20,33m2  - pokój 3-6,50  - pokój 4 (poddasze)-33,25m2  - kuchnia 9,37m2  - łazienka 6,39m2  - wc 1,41  - korytarz 1- 12,82  - przedsionek-3,07  - korytarz2-6,18m2  - klatka schodowa1-9,59m2  - klatka schodowa2-11,87m2  Dodatkowo piwnica 31,52m2 oraz garaż-31,21m2    Lokalizacja  Dom położony w cichej i spokojnej okolicy wśród domów jednorodzinnych, a jednocześnie ok 700mod wjazdu na trasę E30,w bliskiej odległości Park Matki Mojej i Rezerwat im. Króla Jna Sobieskiego. W pobliżu pełna infrastruktura sklepy ,3 szkoły ,przedszkola ,przychodnie ,bazarek    Komunikacja:  Linie autobusowe( ok 6min pieszo do przystanku )  1,5 km od stacji Wawer  700m Most Siekierkowski      Zapraszam do kontaktu telefonicznego i na prezentację! :-)    Katarzyna Borkowska  Doradca ds. Nieruchomości  Tel.: 884683222      Niniejsza informacja nie stanowi oferty w rozumieniu Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu jednak na fakt, iż informacje te pochodzą od osób trzecich i nie zawsze dają się zweryfikować, firma KOLOSEUM NIERUCHOMOŚCI nie ponosi odpowiedzialności za ich dokładność, kompletność oraz aktualność.",https://www.otodom.pl/pl/oferta/przestronny-dom-na-marysinie-wawerskim-ID4nwaT,no info,Marysin Wawerski, Wawer, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"Mieszkanie, 50 m², Warszawa",860000,50.0,https://www.otodom.pl/pl/oferta/mieszkanie-50-m-warszawa-ID4nwaQ,2,pełna własność,no data,balkon,no data,"Przyjazny i wygodny mieszkanie na I piętrze w segmencie środkowym na Saskiej Kępie. Segment o powierzchni 200 m2 składa się z dwóch oddzielnych mieszkań,który można również aranżować zgodnie z własnymi potrzebami.Każda kondygnacja ma powierzchnię 50 m2. Mieszkania jasne, funkcjonalne.2 pokoje, kuchnia, łazienka. Wartością dodaną jest powierzchnia strychowa ca 25 m2. Budynek zadbany, w dobrym stanie technicznym i wizualnym. Garaż wolnostojący z tyłu posesji. Doskonała, bezpieczna lokalizacja. Pełna infrastruktura handlowa, oświatowa, komunikacyjna i rekreacyjna (cudowny Park Skaryszewski). Polecam Magenda 602367772 Treść ogłoszenia nie stanowi oferty handlowej w rozumieniu art. 66 par. 1 Kodeksu Cywilnego. Wszelkie dane i informacje zawarte w niniejszym opisie wprowadzono na podstawie oświadczenia właściciela nieruchomości.",https://www.otodom.pl/pl/oferta/mieszkanie-50-m-warszawa-ID4nwaQ,ul. Peszteńska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Stary Mokotów | Narbutta | 3 pokoje | Kamienica,1880000,82.12,https://www.otodom.pl/pl/oferta/stary-mokotow-narbutta-3-pokoje-kamienica-ID4ndky,3,pełna własność,no data,no data,no data,"Mam przyjemność zaprezentować Państwu niezwykłą nieruchomość na Starym Mokotowie. To   (po podłodze ok. 90m2), które oferuje nie tylko  , ale także niepowtarzalne możliwości aranżacyjne i położenie w jednym z   rejonów Warszawy.   - salon (możliwość połączenia z kuchnią) - kuchnia - 2 pokoje - łazienka - oddzielna toaleta (możliwość połączenia z łazienką) - spiżarnia - garderoba - przedpokój      Mieszkanie znajduje się na ulicy Narbutta w sercu Górnego Mokotowa, co zapewnia łatwy dostęp do licznych sklepów, restauracji, placówek edukacyjnych oraz terenów rekreacyjnych. To idealne miejsce dla osób, które cenią sobie życie w cichym otoczeniu z równoczesnym dostępem do miejskich udogodnień. Bliskość metra (Pole Mokotowskie), licznych linii tramwajowych i autobusowych zapewnia doskonałe skomunikowanie z całą Warszawą. (15 minut do centrum, 20 minut do Galerii Mokotów) W najbliższej okolicy SGH (8 minut), Pole Mokotowskie (10 minut), Łazienki Królewskie (15 minut). : Budynek, w którym znajduje się mieszkanie, powstał w 1938 roku, co nadaje mu wyjątkowego charakteru. Ostatnio budynek przeszedł remont klatki schodowej i dachu, co gwarantuje nowoczesność i komfort przy zachowaniu historycznego uroku. Ze względu na swój charakter budynek nie posiada windy.  Istnieje możliwość połączenia kuchni z przyległym pokojem, co stworzy nowoczesną i przestronną przestrzeń do spotkań rodzinnych lub przyjęć. Dodatkowo, w salonie znajduje się kominek, który dodaje wnętrzu niepowtarzalnego uroku i tworzy ciepłą atmosferę.  Mieszkanie jest jedynym lokalem na ostatnim, czwartym piętrze, co zapewnia spokój i prywatność.  Możliwość rozbudowy mieszkania o ponad 25 m² po wykupieniu strychu od wspólnoty mieszkaniowej. To idealne rozwiązanie dla tych, którzy marzą o dodatkowej przestrzeni na swoje pasje, biuro, czy sypialnię. To mieszkanie to nie tylko wyjątkowa inwestycja, ale także szansa na stworzenie wymarzonego miejsca do życia. Zachęcam do kontaktu, aby dowiedzieć się więcej i umówić na prezentację. --- Pośredników zapraszam tylko z konkretnymi klientami.",https://www.otodom.pl/pl/oferta/stary-mokotow-narbutta-3-pokoje-kamienica-ID4ndky,ul. Ludwika Narbutta 23, Stary Mokotów, Mokotów, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"3 pokoje▪️balkon▪️z widokiem na Pałac Kultury, Pge",975000,48.8,https://www.otodom.pl/pl/oferta/3-pokojebalkonz-widokiem-na-palac-kultury-pge-ID4nwas,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,Na sprzedaż  piękne mieszkanie z widokiem na stadion Narodowy i Pałac Kultury. Mieszkanie jest 5 lat po generalnym remoncie.  Nadaje się do wprowadzenia. Przynależy do niego piwnica. Jest również w bloku rowerownia. Uwaga. Powyższy opis mieszkania nie jest ofertą w rozumieniu kodeksu cywilnego. Dane o ofercie według informacji zgłaszającego - mogą odbiegać od stanu faktycznego. Biuro nie ponosi odpowiedzialności za niezgodność danych z rzeczywistością. Oferta może być w danym momencie nieaktualna. Dzień wykonania multimediów może być różny. Przed obejrzeniem nieruchomości podpisujemy z Klientem poszukującym umowę pośrednictwa.  #Za usługi pośrednictwa- pobieramy wynagrodzenie prowizyjne. Na sprzedaż  piękne mieszkanie z widokiem na PGE Narodowy i Pałac Kultury. Mieszkanie jest 5 lat po generalnym remoncie.  Nadaje się do wprowadzenia. Przynależy do niego piwnica. Jest również w bloku rowerownia.,https://www.otodom.pl/pl/oferta/3-pokojebalkonz-widokiem-na-palac-kultury-pge-ID4nwas,ul. Zwycięzców, Saska Kępa, Praga-Południe, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
3 pokoje▪️garaż▪️przy Metro,860000,58.05,https://www.otodom.pl/pl/oferta/3-pokojegarazprzy-metro-ID4nwat,3,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,"Osiedle strzeżone, monitorowane. Pierwsze piętro, duża winda, miejsce postojowe blisko wejścia. 1. Salon z Aneksem Kuchennym i korytarzykiem 30,38m2 2. Sypialnia 13,47m2 3. Sypialnia 8,37m2 4. Łazienka 5,83m2 5. Balkon 4.93m2 6. Miejsce postojowe w garażu + duża klatka do magazynowania. Częściowo umeblowane jak na zdjęciach. Nowa pralko-suszarka, nowy piekarnik. Dodatkowo na wyposażeniu zmywarka, mikrofalówka, płyta ceramiczna, okap, lodówka. W garazu zamontowana wisząca klatka, jako dodatkowa przestrzeń do przechowywania. Oddzielna księga wieczysta na garaż. Garaż osobno płatny 37 500zl Cena do negocjacji. Lokalizacja: Zacisze (Targówek) - 800m do metra Trocka, pętla autobusowa 600m - 800m do Lidla, sklep spożywczy pod blokiem, w promieniu 500m inne sklepy i knajpki. Niedaleko ryneczek. Obok park, szkoła podstawowa, przedszkole. Uwaga. Powyższy opis mieszkania nie jest ofertą w rozumieniu kodeksu cywilnego. Dane o ofercie według informacji zgłaszającego - mogą odbiegać od stanu faktycznego. Biuro nie ponosi odpowiedzialności za niezgodność danych z rzeczywistością. Oferta może być w danym momencie nieaktualna. Dzień wykonania multimediów może być różny. Przed obejrzeniem nieruchomości podpisujemy z Klientem poszukującym umowę pośrednictwa.  #Za usługi pośrednictwa- pobieramy wynagrodzenie prowizyjne. Osiedle strzeżone, monitorowane. Pierwsze piętro, duża winda, miejsce postojowe blisko wejścia. 1. Salon z Aneksem Kuchennym i korytarzykiem 30,38m2 2. Sypialnia 13,47m2 3. Sypialnia 8,37m2 4. Łazienka 5,83m2 5. Balkon 4.93m2 6. Miejsce postojowe w garażu + duża klatka do magazynowania. Częściowo umeblowane jak na zdjęciach. Nowa pralko-suszarka, nowy piekarnik. Dodatkowo na wyposażeniu zmywarka, mikrofalówka, płyta ceramiczna, okap, lodówka. W garazu zamontowana wisząca klatka, jako dodatkowa przestrzeń do przechowywania. Oddzielna księga wieczysta na garaż. Garaż osobno płatny 37 500zl Cena do negocjacji. Lokalizacja: Zacisze (Targówek) - 800m do metra Trocka, pętla autobusowa 600m - 800m do Lidla, sklep spożywczy pod blokiem, w promieniu 500m inne sklepy i knajpki. Niedaleko ryneczek. Obok park, szkoła podstawowa, przedszkole.",https://www.otodom.pl/pl/oferta/3-pokojegarazprzy-metro-ID4nwat,ul. Samarytanka, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
Kawalerka 24 M2 Na Powiślu.,499000,24.0,https://www.otodom.pl/pl/oferta/kawalerka-24-m2-na-powislu-ID4nwah,2,pełna własność,do zamieszkania,no data,no data,"Polecam kawalerkę  o pow. 24 m2 na Powiślu przy ul. Zagórnej. Mieszkanie usytuowane na parterze w kamienicy z 1939 roku.  Lokal kilka lat temu przeszedł remont i wymaga jedynie odświerzenia. Duże okno sprawia, że mieszkanie jest widne, ekspozycja na sronę południową, wysokość ok. 300 cm. Przy mieszkaniu na klatce znajduje się duża komórka lokatorska.  Okolica z dogodnym dojazdem w każdą stronę Warszawy, blisko Bulwary Wiślane, Torwar, sklepy, kawiarnie, restauracje, przychodnia, biblioteka, Ośrodek Sportu Rozbrat z basenem. Tuż obok park Sapera. Mieszkanie idealne pod wynajem, bądź na pierwsze mieszkanie. Obecnie wynajmowane. Polecam. - Skontaktuj się z nami w celu zapoznania się ze szczegółami oferty. Jeżeli nie udało Ci się znaleźć oferty spełniającej Twoich oczekiwań, zapraszamy do kontaktu bezpośredniego. Nie wszystkie nasze oferty widoczne są w internecie. Informujemy, iż pomimo wszelkich starań, które poczyniliśmy, aby zaprezentować rzetelne informacje o nieruchomości, przedstawione informacje otrzymaliśmy od właściciela oraz innych osób współpracujących w procesie sprzedaży i mogą one wymagać weryfikacji. Przedstawione materiały wizualne mają charakter poglądowy i stanowią jedynie materiał pomocniczy. Niniejsze ogłoszenie nie stanowi oferty w rozumieniu kodeksu cywilnego i ma charakter informacyjny. Niniejsze ogłoszenie jest własnością Reals Nieruchomości Sp. z.o.o. lub podmiotów współpracujących. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Reals Nieruchomości Sp. z o.o. lub podmiotów współpracujących jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej. Przedstawione materiały stanowią tajemnicę przedsiębiorstwa Reals Nieruchomości Sp. z o.o. lub podmiotów współpracujących w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.).  Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/kawalerka-24-m2-na-powislu-ID4nwah,no info,Solec, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
STUDIO Kawalerka z możliwością założenia KW,480000,27.0,https://www.otodom.pl/pl/oferta/studio-kawalerka-z-mozliwoscia-zalozenia-kw-ID4nw7o,1,spółdzielcze wł. prawo do lokalu,do zamieszkania,no data,no data,"Studio/kawalerka z panoramicznym widokiem z 11 piętra. Mieszkanie o powierzchni 27 m2 na wysokim poddaszu, zlokalizowane w dzielnicy Bielany- Wawrzyszew gotowe do zamieszkania/najmu! Składa się z części dziennej i aneksu kuchennego na planie open space oraz małej łazienki z wanną. Możliwość wyodrębnienia kuchni, lub sypialni. Atutem studia jest intymność ( duża odległość do drzwi najbliższego sąsiada ), brak Sąsiadów za oknem( nie ma możliwości podglądania). Zielona, a zarazem świetnie skomunikowana lokalizacja. Blok z lat 70-80 r, z windą, pełnym monitoringiem.  Nie ma problemu z parkowaniem tuż pod klatką.  W najbliższym otoczeniu: ( przyjemne miejsce na spacer), kawiarnia, sklep spożywczy, biblioteka, poczta.  W odległości kilku minut spacerem: Hipermarket, przystanki tramwajowe, autobusowe, stacje benzynowe, sieć fastfood, szkoła, przedszkole.  W odległości kilkunastu minut spacerem: stacja metra, hipermarkety, lokale usługowe, handlowe, bazar. Bezpośrednia komunikacja publiczna z dworcem centralnym, centrami handlowymi, kampusem UW. Lokalizacja idealna dla Studentów UKSW, AWF. Czynsz administracyjny: ok 600 PLN STAN: do odświeżenia. Wymagane prace to: - wymiana drewnianych okien starego typu - wymiana obudowy wanny - doposażenie RTV/AGD",https://www.otodom.pl/pl/oferta/studio-kawalerka-z-mozliwoscia-zalozenia-kw-ID4nw7o,ul. Antoniego Czechowa, Wawrzyszew, Bielany, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
"LUX 4 pokoje, POWIŚLE, loggia, METRO, PARK!",869000,46.0,https://www.otodom.pl/pl/oferta/lux-4-pokoje-powisle-loggia-metro-park-ID4nogw,4,spółdzielcze wł. prawo do lokalu,do zamieszkania,balkon,no data,"Copyright© Wszelkie prawa zastrzeżone. Aranżacja wnętrza i zdjęcia są moją własnością i nie wyrażam zgody na ich kopiowanie i wykorzystywanie. Nie wyrażam również zgody na kopiowanie opisu mieszkania, przetwarzanie i rozpowszechnianie materiałów mojego autorstwa, w całości lub w części, co stanowi naruszenie praw autorskich. Dz. U. 94 Nr 24 poz. 83, sprost.: Dz.U. 94 Nr 43 poz. 170. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób bez mojej pisemnej zgody jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej.",https://www.otodom.pl/pl/oferta/lux-4-pokoje-powisle-loggia-metro-park-ID4nogw,ul. Górnośląska, Solec, Śródmieście, Warszawa, mazowieckie,2023-10-12 15:53:10.016336
